customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5189-STZKC,Male,0,No,Yes,48,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.21,4141.0,No
2506-VBZDS,Male,0,No,Yes,51,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),118.75,5965.72,No
3056-MEVGJ,Female,0,Yes,No,55,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),79.99,4400.13,No
1439-TAFDD,Female,1,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.25,192.6,Yes
2158-AIAYC,Male,0,No,Yes,69,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,70.91,4925.08,No
0271-SMLMN,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Mailed check,76.53,83.52,No
7041-JRPRN,Male,1,Yes,Yes,59,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,62.24,3650.43,No
4347-MIWPY,Female,0,Yes,Yes,34,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),91.63,3210.08,Yes
8910-OJAGF,Female,0,No,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.69,969.21,No
3825-LKBCF,Female,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.25,1078.72,No
0525-GNFPJ,Male,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.52,1244.67,No
4872-WEZIA,Female,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.5,1880.9,Yes
3915-LIMTI,Female,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,106.49,2947.51,Yes
8744-XSVIU,Male,0,Yes,Yes,40,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,71.22,2922.53,Yes
5397-VQUAN,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,118.75,6722.75,No
2518-KHWZF,Male,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.02,1172.67,No
1786-LUIRC,Male,1,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.6,345.93,No
7310-PGNVX,Male,0,No,No,68,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),81.16,5489.18,No
3309-TEKBS,Male,1,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.57,234.46,No
6160-RSCCL,Male,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.25,1065.2,No
2298-YKWQF,Female,0,No,No,65,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,84.41,5560.45,Yes
2514-OWQKE,Male,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.12,1041.18,No
8647-LTRCV,Male,0,No,No,71,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),92.03,6472.84,No
3909-OTOIN,Male,0,Yes,No,29,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,59.08,1655.63,No
1199-BYMEX,Male,0,Yes,Yes,65,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,70.22,4519.29,Yes
0282-VUWSL,Female,0,No,No,56,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,64.99,3724.39,No
6213-PUTYE,Male,0,No,Yes,4,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,62.47,291.65,No
4357-ERICD,Female,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,27.06,1877.82,No
4760-PQXUU,Male,0,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,26.11,1292.08,No
0103-SPWDE,Female,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.08,850.24,No
6788-PMWDA,Male,0,Yes,No,35,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,66.58,2295.46,No
8982-TQTCQ,Male,1,Yes,No,25,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),40.32,1090.61,No
5209-PCIMA,Female,1,Yes,Yes,44,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,74.68,3295.36,No
0471-NMXUJ,Male,1,Yes,No,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.69,1066.4,No
0101-PMMKJ,Female,0,No,Yes,40,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),83.71,3412.14,No
8443-ELZCG,Male,0,No,No,31,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),92.21,2835.86,No
8064-BZRBB,Female,0,No,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,71.77,5055.2,No
6151-CWODX,Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,61.88,2672.06,Yes
7246-VKFAT,Male,0,No,No,55,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,45.6,2527.17,No
7330-BVQTV,Female,0,Yes,No,16,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),59.71,964.07,No
6737-VZWGT,Male,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Electronic check,70.63,4800.28,No
4211-JVBUH,Male,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,118.75,8155.7,No
0299-KLPEV,Male,0,No,Yes,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,95.28,4043.36,Yes
0910-FDXCP,Male,0,Yes,Yes,41,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,46.85,1927.5,No
5892-YZMRZ,Male,0,Yes,Yes,50,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),85.48,4260.66,Yes
8445-VGWPS,Male,0,No,Yes,6,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,61.71,350.35,No
3390-WGPFW,Female,0,No,No,53,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,79.02,4186.55,No
2814-DBRNV,Female,1,No,No,17,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.28,1214.62,No
0851-LFDJS,Female,0,Yes,No,57,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),38.41,2222.34,No
6979-QXQIS,Male,0,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,71.52,4890.12,No
4831-QPNMJ,Female,1,No,No,16,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,102.67,1639.72,No
7966-SFGGC,Male,0,Yes,No,52,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),43.18,2213.24,No
3741-IEWMM,Male,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),84.59,2886.86,No
2192-FYZYY,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,71.3,1468.62,Yes
2971-FHVZJ,Male,0,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,1054.48,No
3948-IIOTA,Female,0,No,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.29,1051.53,No
4779-LPRCN,Male,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,28.94,1551.56,No
5078-BWEIY,Female,0,No,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,98.19,4760.96,Yes
8382-RGFHZ,Male,0,No,No,4,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),54.21,242.85,No
4454-GXGZS,Female,1,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.11,1628.88,Yes
8503-HIWUF,Female,0,No,Yes,36,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,71.57,2572.29,No
9148-GVCKC,Female,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,94.3,3303.19,No
8520-CTREJ,Female,1,Yes,No,30,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,99.33,2972.96,No
3389-MPBML,Female,0,Yes,No,63,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,89.1,5642.95,No
7090-RWRHL,Female,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,367.14,No
1159-LSNGH,Male,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.13,971.51,No
8089-CDXKQ,Female,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,1258.02,No
8703-GGQKY,Male,0,Yes,No,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,52.0,2177.57,Yes
2222-UWCDA,Female,0,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.23,1118.93,No
6895-SDCAA,Male,0,Yes,No,30,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,103.42,3199.3,No
6621-WECHW,Female,0,Yes,No,56,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.56,4805.2,Yes
7628-JESJR,Female,0,Yes,Yes,41,No,No phone service,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),65.7,2656.62,Yes
2081-POOLF,Male,1,No,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),57.45,804.45,Yes
7525-KPXWT,Female,0,Yes,Yes,21,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,101.01,2125.53,Yes
1468-BFXPJ,Female,1,No,No,25,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,49.62,1204.18,No
2276-YMNZQ,Female,0,Yes,No,50,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,80.09,3959.92,No
9094-ZEYSN,Male,0,No,Yes,53,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,78.34,4215.94,Yes
7407-HKJVS,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),43.46,2099.77,No
0600-HFGUX,Male,0,No,Yes,70,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),59.81,4161.13,No
9436-HUXIG,Female,0,Yes,No,48,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),76.6,3545.61,No
4845-XTHTI,Female,0,No,No,4,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,49.91,209.64,No
8591-DLGZR,Male,0,Yes,No,24,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),95.43,2239.01,No
9121-BBHFI,Female,0,No,Yes,31,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,73.78,2237.19,Yes
6349-QKTQJ,Female,1,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.96,739.75,No
2032-FTUIV,Male,0,No,No,5,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,53.29,208.85,No
0932-TEYMY,Female,0,No,No,67,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,51.87,3426.29,Yes
9410-DCVCF,Male,0,No,No,53,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),50.9,2706.86,No
5979-MJTZF,Male,0,No,Yes,64,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),60.31,3908.64,No
8441-BOOCG,Male,0,No,No,35,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),70.92,2447.15,No
7406-NOFDK,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.93,393.13,No
1895-HAYLU,Male,0,No,No,47,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),48.59,2204.59,Yes
0517-DRTQH,Male,1,No,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),89.11,4855.5,Yes
6467-FMCCH,Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),83.84,5688.97,No
1156-NFREQ,Male,1,Yes,Yes,38,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),91.33,3430.51,No
9598-HJMDJ,Female,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),55.06,1529.36,Yes
8079-ULWOJ,Female,0,No,Yes,12,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,55.34,594.82,No
2756-WHAOD,Female,0,No,Yes,19,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,82.42,1541.15,Yes
5499-QMKRG,Female,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.73,186.54,Yes
6757-MEMBW,Male,0,Yes,No,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.34,696.31,Yes
3422-LFESM,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.27,252.93,Yes
6758-NQMPT,Male,0,No,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,91.32,2708.43,Yes
8148-PLRFV,Male,0,Yes,No,58,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.87,4573.65,No
2828-GKKIH,Male,1,No,No,53,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,29.79,1598.24,Yes
6143-XCNUU,Female,0,Yes,No,4,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,44.52,151.05,No
8544-TQXSA,Male,1,No,No,57,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),60.91,3407.55,No
3535-PIAUJ,Male,0,Yes,No,54,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,68.85,3709.36,No
1431-PLOPS,Male,1,Yes,Yes,28,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.74,1663.71,No
4944-XGTCX,Female,0,No,Yes,16,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,84.0,1423.68,No
0041-USFHV,Female,0,Yes,No,13,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,66.12,788.11,Yes
1621-UEZUW,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.39,1724.39,No
6897-WLFCJ,Female,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.34,1309.63,No
4436-YEQWE,Male,0,No,No,53,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),90.14,4740.19,No
2460-EMFEI,Male,0,No,No,48,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,42.3,2094.5,Yes
0865-JCMVN,Female,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,52.36,1276.88,No
5838-DMZIR,Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,39.48,2583.57,No
1870-MUCKJ,Male,0,No,No,30,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,25.35,776.82,No
6387-FHOIE,Male,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.06,56.25,No
6459-LVSRW,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,49.54,1152.29,No
7477-LPWZA,Male,1,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,498.1,Yes
2466-TFUAO,Female,0,Yes,No,41,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),94.18,3913.47,No
2084-RSGEV,Male,0,No,No,11,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),86.76,921.58,No
6918-ORRDA,Female,1,Yes,No,21,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,71.87,1603.7,Yes
4696-MKONS,Male,0,No,No,24,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,73.94,1780.11,No
8440-WGNYU,Male,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,23.75,1546.66,No
0434-UITSD,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),74.03,71.95,No
7171-SJNKQ,Male,0,No,No,54,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,74.27,4061.81,No
5482-SZLIB,Male,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,86.59,6196.15,No
2866-ZLEVV,Female,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),107.53,3634.18,Yes
4727-BLPEL,Male,0,Yes,No,68,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,71.64,4921.63,Yes
6060-XVLUZ,Male,0,No,Yes,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,68.5,1958.33,Yes
5975-PTSJN,Male,0,Yes,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,65.8,No
1912-MGHWU,Female,1,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,206.4,No
4368-ZNJOB,Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),81.27,627.56,No
0235-KRLRZ,Female,1,No,No,62,No,No phone service,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,59.96,3696.67,No
8762-CBHMM,Male,1,Yes,No,33,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),39.68,1392.23,Yes
9033-MSFSV,Male,0,No,No,8,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),54.7,475.02,No
1291-OXLGR,Male,0,Yes,No,25,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,51.59,1354.4,No
5212-USTBN,Male,0,No,No,26,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,78.86,1977.29,No
7770-VDWRC,Female,1,No,No,26,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,28.97,791.46,No
8820-WLBLK,Male,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.25,358.38,No
8084-TGLXZ,Male,1,No,No,29,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),96.44,2816.03,No
7333-TTIXQ,Male,0,Yes,Yes,43,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,52.05,2169.06,No
5173-XQWHD,Female,0,No,Yes,5,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,64.01,429.73,No
5297-BLPED,Male,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.25,961.28,No
7086-UOSMR,Male,0,No,No,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,79.31,4546.75,No
1248-ZCKYW,Male,0,Yes,No,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.45,1400.06,No
2296-AEPJU,Male,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),75.96,4384.79,No
0432-DMIEO,Male,0,Yes,No,45,No,No phone service,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),67.52,3023.29,No
0250-JZUYO,Female,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),80.68,2964.64,No
8846-ZKVKQ,Male,1,No,No,72,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),59.47,4269.64,No
2106-AGAUT,Male,1,Yes,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),23.57,878.07,No
5961-JWKUK,Male,0,No,Yes,33,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),83.69,2713.58,Yes
4118-ZYWHR,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,55.86,Yes
7782-QZYDS,Male,0,Yes,No,71,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,108.37,7650.65,Yes
1527-UKICQ,Male,0,Yes,No,45,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),50.12,2242.77,No
5121-PKJZJ,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,72.7,502.03,Yes
6804-XSARQ,Male,0,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),66.61,4322.77,No
8460-DYPWU,Male,0,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.3,651.28,No
5068-LYPUA,Male,1,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,86.6,3963.39,Yes
8836-KCBXT,Female,0,No,No,61,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,56.34,3479.02,No
9100-AGGPB,Female,0,Yes,Yes,19,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,64.53,1272.43,Yes
1118-MYMMN,Female,0,Yes,No,32,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,87.76,2793.02,No
6267-KNJSW,Female,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),49.15,1461.29,Yes
2652-USDLN,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,53.29,3470.25,No
3064-BJHGG,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),81.71,2588.25,Yes
0178-XJYOL,Female,0,Yes,No,57,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,72.29,4150.83,No
9521-UIEBP,Male,1,Yes,No,20,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),64.63,1301.83,Yes
1516-XGNFC,Female,0,No,No,30,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,94.93,2842.78,No
0036-UKWHF,Female,1,Yes,No,59,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,55.52,3312.35,No
6862-RDCOZ,Male,0,No,Yes,62,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,54.39,3417.3,Yes
4914-QSGBL,Male,1,Yes,No,67,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,49.62,3248.15,Yes
5078-XQPZK,Male,0,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),84.52,2563.87,Yes
